Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Trip Duration (hh:mm),Trip Duration (in mins),Trip Date,Request Time,Day Of Week,Is Weekend,Trip Completed,Driver Assigned,Trip Request Time Slot
6461,City,89,Trip Completed,15-07-2016 20:12,15-07-2016 21:12,01:00,60,15-07-2016,8:12 PM,Friday,No,Yes,Yes,Evening
1563,Airport,90,Trip Completed,12-07-2016 06:16,12-07-2016 07:32,01:16,76,12-07-2016,6:16 AM,Tuesday,No,Yes,Yes,Morning
2207,Airport,90,Trip Completed,12-07-2016 17:56,12-07-2016 19:14,01:18,78,12-07-2016,5:56 PM,Tuesday,No,Yes,Yes,Evening
2879,City,90,Trip Completed,13-07-2016 05:59,13-07-2016 06:50,00:50,50,13-07-2016,5:59 AM,Wednesday,No,Yes,Yes,Night
3644,Airport,90,Trip Completed,13-07-2016 19:08,13-07-2016 19:54,00:45,46,13-07-2016,7:08 PM,Wednesday,No,Yes,Yes,Evening
3996,Airport,90,Trip Completed,13-07-2016 23:36,14-07-2016 00:35,00:59,59,13-07-2016,11:36 PM,Wednesday,No,Yes,Yes,Late Night
4355,City,90,Trip Completed,14-07-2016 07:19,14-07-2016 07:59,00:40,40,14-07-2016,7:19 AM,Thursday,No,Yes,Yes,Morning
4758,City,90,Trip Completed,14-07-2016 15:26,14-07-2016 16:07,00:40,41,14-07-2016,3:26 PM,Thursday,No,Yes,Yes,Afternoon
6001,Airport,90,Trip Completed,15-07-2016 12:07,15-07-2016 13:18,01:10,70,15-07-2016,12:07 PM,Friday,No,Yes,Yes,Afternoon
1181,Airport,91,Trip Completed,11-07-2016 21:04,11-07-2016 22:06,01:02,62,11-07-2016,9:04 PM,Monday,No,Yes,Yes,Late Night
1297,City,91,Trip Completed,11-07-2016 22:22,11-07-2016 23:03,00:41,41,11-07-2016,10:22 PM,Monday,No,Yes,Yes,Late Night
1429,City,91,Trip Completed,12-07-2016 04:41,12-07-2016 05:22,00:41,41,12-07-2016,4:41 AM,Tuesday,No,Yes,Yes,Night
2104,City,91,Trip Completed,12-07-2016 16:07,12-07-2016 17:04,00:57,57,12-07-2016,4:07 PM,Tuesday,No,Yes,Yes,Afternoon
2736,City,91,Trip Completed,13-07-2016 02:43,13-07-2016 03:54,01:11,72,13-07-2016,2:43 AM,Wednesday,No,Yes,Yes,Night
3615,City,91,Trip Completed,13-07-2016 18:56,13-07-2016 19:43,00:47,47,13-07-2016,6:56 PM,Wednesday,No,Yes,Yes,Evening
4719,Airport,91,Trip Completed,14-07-2016 13:43,14-07-2016 14:46,01:02,63,14-07-2016,1:43 PM,Thursday,No,Yes,Yes,Afternoon
4748,City,91,Trip Completed,14-07-2016 15:03,14-07-2016 16:22,01:18,79,14-07-2016,3:03 PM,Thursday,No,Yes,Yes,Afternoon
870,City,92,Trip Completed,11-07-2016 17:57,11-07-2016 18:41,00:44,44,11-07-2016,5:57 PM,Monday,No,Yes,Yes,Evening
2124,Airport,92,Trip Completed,12-07-2016 16:53,12-07-2016 17:31,00:38,38,12-07-2016,4:53 PM,Tuesday,No,Yes,Yes,Afternoon
2457,Airport,92,Trip Completed,12-07-2016 20:31,12-07-2016 21:39,01:08,68,12-07-2016,8:31 PM,Tuesday,No,Yes,Yes,Evening
2621,City,92,Trip Completed,12-07-2016 22:05,12-07-2016 22:58,00:53,53,12-07-2016,10:05 PM,Tuesday,No,Yes,Yes,Late Night
3168,City,92,Trip Completed,13-07-2016 09:12,13-07-2016 10:08,00:56,57,13-07-2016,9:12 AM,Wednesday,No,Yes,Yes,Morning
3285,Airport,92,Trip Completed,13-07-2016 10:59,13-07-2016 12:00,01:01,62,13-07-2016,10:59 AM,Wednesday,No,Yes,Yes,Morning
3315,City,92,Trip Completed,13-07-2016 12:09,13-07-2016 13:19,01:09,70,13-07-2016,12:09 PM,Wednesday,No,Yes,Yes,Afternoon
5585,City,92,Trip Completed,15-07-2016 05:58,15-07-2016 07:10,01:11,72,15-07-2016,5:58 AM,Friday,No,Yes,Yes,Night
6235,City,92,Trip Completed,15-07-2016 17:47,15-07-2016 18:20,00:33,33,15-07-2016,5:47 PM,Friday,No,Yes,Yes,Evening
913,Airport,93,Trip Completed,11-07-2016 18:18,11-07-2016 19:15,00:57,57,11-07-2016,6:18 PM,Monday,No,Yes,Yes,Evening
1852,City,93,Trip Completed,12-07-2016 09:43,12-07-2016 10:58,01:15,75,12-07-2016,9:43 AM,Tuesday,No,Yes,Yes,Morning
3117,Airport,93,Trip Completed,13-07-2016 08:34,13-07-2016 09:07,00:32,33,13-07-2016,8:34 AM,Wednesday,No,Yes,Yes,Morning
3392,Airport,93,Trip Completed,13-07-2016 14:46,13-07-2016 15:17,00:31,31,13-07-2016,2:46 PM,Wednesday,No,Yes,Yes,Afternoon
4722,City,93,Trip Completed,14-07-2016 13:50,14-07-2016 14:59,01:09,69,14-07-2016,1:50 PM,Thursday,No,Yes,Yes,Afternoon
692,Airport,94,Trip Completed,11-07-2016 13:49,11-07-2016 14:29,00:40,40,11-07-2016,1:49 PM,Monday,No,Yes,Yes,Afternoon
1351,Airport,94,Trip Completed,11-07-2016 23:44,12-07-2016 00:49,01:05,65,11-07-2016,11:44 PM,Monday,No,Yes,Yes,Late Night
1800,City,94,Trip Completed,12-07-2016 09:09,12-07-2016 10:05,00:56,56,12-07-2016,9:09 AM,Tuesday,No,Yes,Yes,Morning
2434,City,94,Trip Completed,12-07-2016 20:16,12-07-2016 21:15,00:59,59,12-07-2016,8:16 PM,Tuesday,No,Yes,Yes,Evening
3212,City,94,Trip Completed,13-07-2016 09:48,13-07-2016 10:45,00:57,57,13-07-2016,9:48 AM,Wednesday,No,Yes,Yes,Morning
3340,City,94,Trip Completed,13-07-2016 12:45,13-07-2016 13:37,00:52,53,13-07-2016,12:45 PM,Wednesday,No,Yes,Yes,Afternoon
3598,Airport,94,Trip Completed,13-07-2016 18:38,13-07-2016 19:40,01:01,61,13-07-2016,6:38 PM,Wednesday,No,Yes,Yes,Evening
53,Airport,95,Trip Completed,11-07-2016 03:30,11-07-2016 04:22,00:52,52,11-07-2016,3:30 AM,Monday,No,Yes,Yes,Night
3558,Airport,95,Trip Completed,13-07-2016 18:14,13-07-2016 18:51,00:36,36,13-07-2016,6:14 PM,Wednesday,No,Yes,Yes,Evening
4257,City,95,Trip Completed,14-07-2016 06:10,14-07-2016 07:08,00:57,57,14-07-2016,6:10 AM,Thursday,No,Yes,Yes,Morning
4869,City,95,Trip Completed,14-07-2016 17:49,14-07-2016 18:20,00:30,31,14-07-2016,5:49 PM,Thursday,No,Yes,Yes,Evening
5548,City,95,Trip Completed,15-07-2016 05:24,15-07-2016 06:06,00:42,42,15-07-2016,5:24 AM,Friday,No,Yes,Yes,Night
5630,Airport,95,Trip Completed,15-07-2016 06:32,15-07-2016 07:14,00:42,42,15-07-2016,6:32 AM,Friday,No,Yes,Yes,Morning
6645,City,95,Trip Completed,15-07-2016 22:10,15-07-2016 23:00,00:50,50,15-07-2016,10:10 PM,Friday,No,Yes,Yes,Late Night
156,Airport,96,Trip Completed,11-07-2016 05:35,11-07-2016 06:40,01:05,65,11-07-2016,5:35 AM,Monday,No,Yes,Yes,Night
350,City,96,Trip Completed,11-07-2016 07:53,11-07-2016 08:40,00:47,47,11-07-2016,7:53 AM,Monday,No,Yes,Yes,Morning
976,Airport,96,Trip Completed,11-07-2016 18:54,11-07-2016 19:48,00:54,54,11-07-2016,6:54 PM,Monday,No,Yes,Yes,Evening
1344,City,96,Trip Completed,11-07-2016 23:35,12-07-2016 00:39,01:04,64,11-07-2016,11:35 PM,Monday,No,Yes,Yes,Late Night
1524,City,96,Trip Completed,12-07-2016 05:50,12-07-2016 06:59,01:09,69,12-07-2016,5:50 AM,Tuesday,No,Yes,Yes,Night
2143,Airport,96,Trip Completed,12-07-2016 17:15,12-07-2016 17:56,00:41,41,12-07-2016,5:15 PM,Tuesday,No,Yes,Yes,Evening
2353,City,96,Trip Completed,12-07-2016 19:31,12-07-2016 20:23,00:52,52,12-07-2016,7:31 PM,Tuesday,No,Yes,Yes,Evening
3028,Airport,96,Trip Completed,13-07-2016 07:28,13-07-2016 08:14,00:45,46,13-07-2016,7:28 AM,Wednesday,No,Yes,Yes,Morning
3913,Airport,96,Trip Completed,13-07-2016 22:14,13-07-2016 22:56,00:42,42,13-07-2016,10:14 PM,Wednesday,No,Yes,Yes,Late Night
4274,City,96,Trip Completed,14-07-2016 06:18,14-07-2016 07:27,01:08,68,14-07-2016,6:18 AM,Thursday,No,Yes,Yes,Morning
4673,City,96,Trip Completed,14-07-2016 12:35,14-07-2016 13:44,01:08,69,14-07-2016,12:35 PM,Thursday,No,Yes,Yes,Afternoon
6198,Airport,96,Trip Completed,15-07-2016 17:23,15-07-2016 18:11,00:48,49,15-07-2016,5:23 PM,Friday,No,Yes,Yes,Evening
569,Airport,97,Trip Completed,11-07-2016 10:37,11-07-2016 11:44,01:07,67,11-07-2016,10:37 AM,Monday,No,Yes,Yes,Morning
1626,Airport,97,Trip Completed,12-07-2016 06:58,12-07-2016 07:49,00:51,51,12-07-2016,6:58 AM,Tuesday,No,Yes,Yes,Morning
3505,City,97,Trip Completed,13-07-2016 17:37,13-07-2016 18:22,00:44,45,13-07-2016,5:37 PM,Wednesday,No,Yes,Yes,Evening
3758,City,97,Trip Completed,13-07-2016 20:37,13-07-2016 21:16,00:38,38,13-07-2016,8:37 PM,Wednesday,No,Yes,Yes,Evening
4649,City,97,Trip Completed,14-07-2016 11:50,14-07-2016 12:44,00:54,54,14-07-2016,11:50 AM,Thursday,No,Yes,Yes,Morning
4745,Airport,97,Trip Completed,14-07-2016 15:06,14-07-2016 16:05,00:59,60,14-07-2016,3:06 PM,Thursday,No,Yes,Yes,Afternoon
5354,Airport,97,Trip Completed,14-07-2016 23:07,15-07-2016 00:01,00:54,54,14-07-2016,11:07 PM,Thursday,No,Yes,Yes,Late Night
5953,City,97,Trip Completed,15-07-2016 10:42,15-07-2016 11:38,00:56,57,15-07-2016,10:42 AM,Friday,No,Yes,Yes,Morning
6577,City,97,Trip Completed,15-07-2016 21:19,15-07-2016 21:48,00:29,30,15-07-2016,9:19 PM,Friday,No,Yes,Yes,Late Night
1565,Airport,98,Trip Completed,12-07-2016 06:21,12-07-2016 07:32,01:11,71,12-07-2016,6:21 AM,Tuesday,No,Yes,Yes,Morning
1973,Airport,98,Trip Completed,12-07-2016 12:17,12-07-2016 12:47,00:30,30,12-07-2016,12:17 PM,Tuesday,No,Yes,Yes,Afternoon
2363,Airport,98,Trip Completed,12-07-2016 19:31,12-07-2016 20:32,01:01,61,12-07-2016,7:31 PM,Tuesday,No,Yes,Yes,Evening
2994,City,98,Trip Completed,13-07-2016 07:15,13-07-2016 08:12,00:57,57,13-07-2016,7:15 AM,Wednesday,No,Yes,Yes,Morning
3201,Airport,98,Trip Completed,13-07-2016 09:33,13-07-2016 10:17,00:44,44,13-07-2016,9:33 AM,Wednesday,No,Yes,Yes,Morning
3511,City,98,Trip Completed,13-07-2016 17:38,13-07-2016 18:54,01:16,76,13-07-2016,5:38 PM,Wednesday,No,Yes,Yes,Evening
3956,Airport,98,Trip Completed,13-07-2016 22:47,13-07-2016 23:41,00:54,54,13-07-2016,10:47 PM,Wednesday,No,Yes,Yes,Late Night
4359,City,98,Trip Completed,14-07-2016 07:27,14-07-2016 08:03,00:36,37,14-07-2016,7:27 AM,Thursday,No,Yes,Yes,Morning
4798,City,98,Trip Completed,14-07-2016 16:52,14-07-2016 17:39,00:46,47,14-07-2016,4:52 PM,Thursday,No,Yes,Yes,Afternoon
5955,Airport,98,Trip Completed,15-07-2016 10:45,15-07-2016 11:48,01:02,62,15-07-2016,10:45 AM,Friday,No,Yes,Yes,Morning
6117,Airport,98,Trip Completed,15-07-2016 15:17,15-07-2016 16:06,00:49,50,15-07-2016,3:17 PM,Friday,No,Yes,Yes,Afternoon
6252,City,98,Trip Completed,15-07-2016 18:00,15-07-2016 18:46,00:45,45,15-07-2016,6:00 PM,Friday,No,Yes,Yes,Evening
101,Airport,99,Trip Completed,11-07-2016 05:08,11-07-2016 06:09,01:01,61,11-07-2016,5:08 AM,Monday,No,Yes,Yes,Night
351,City,99,Trip Completed,11-07-2016 07:53,11-07-2016 08:55,01:02,62,11-07-2016,7:53 AM,Monday,No,Yes,Yes,Morning
871,City,99,Trip Completed,11-07-2016 17:57,11-07-2016 18:42,00:45,45,11-07-2016,5:57 PM,Monday,No,Yes,Yes,Evening
1330,Airport,99,Trip Completed,11-07-2016 23:11,12-07-2016 00:14,01:03,63,11-07-2016,11:11 PM,Monday,No,Yes,Yes,Late Night
3227,Airport,99,Trip Completed,13-07-2016 09:52,13-07-2016 10:33,00:40,41,13-07-2016,9:52 AM,Wednesday,No,Yes,Yes,Morning
4921,City,99,Trip Completed,14-07-2016 18:14,14-07-2016 19:20,01:05,66,14-07-2016,6:14 PM,Thursday,No,Yes,Yes,Evening
5373,City,99,Trip Completed,14-07-2016 23:42,15-07-2016 00:17,00:35,35,14-07-2016,11:42 PM,Thursday,No,Yes,Yes,Late Night
6612,Airport,99,Trip Completed,15-07-2016 21:49,15-07-2016 22:28,00:38,39,15-07-2016,9:49 PM,Friday,No,Yes,Yes,Late Night
50,City,100,Trip Completed,11-07-2016 03:22,11-07-2016 03:57,00:35,35,11-07-2016,3:22 AM,Monday,No,Yes,Yes,Night
102,Airport,100,Trip Completed,11-07-2016 05:01,11-07-2016 05:38,00:37,37,11-07-2016,5:01 AM,Monday,No,Yes,Yes,Night
211,City,100,Trip Completed,11-07-2016 06:08,11-07-2016 06:47,00:39,39,11-07-2016,6:08 AM,Monday,No,Yes,Yes,Morning
510,City,100,Trip Completed,11-07-2016 09:40,11-07-2016 11:01,01:21,81,11-07-2016,9:40 AM,Monday,No,Yes,Yes,Morning
1548,Airport,100,Trip Completed,12-07-2016 06:10,12-07-2016 07:12,01:02,62,12-07-2016,6:10 AM,Tuesday,No,Yes,Yes,Morning
2208,City,100,Trip Completed,12-07-2016 17:59,12-07-2016 19:00,01:01,61,12-07-2016,5:59 PM,Tuesday,No,Yes,Yes,Evening
4030,City,100,Trip Completed,14-07-2016 00:13,14-07-2016 00:47,00:34,34,14-07-2016,12:13 AM,Thursday,No,Yes,Yes,Night
4370,City,100,Trip Completed,14-07-2016 07:36,14-07-2016 08:16,00:39,40,14-07-2016,7:36 AM,Thursday,No,Yes,Yes,Morning
5834,Airport,100,Trip Completed,15-07-2016 08:54,15-07-2016 10:05,01:11,72,15-07-2016,8:54 AM,Friday,No,Yes,Yes,Morning
639,City,101,Trip Completed,11-07-2016 12:28,11-07-2016 12:56,00:28,28,11-07-2016,12:28 PM,Monday,No,Yes,Yes,Afternoon
1451,Airport,101,Trip Completed,12-07-2016 04:53,12-07-2016 05:40,00:47,47,12-07-2016,4:53 AM,Tuesday,No,Yes,Yes,Night
2335,City,101,Trip Completed,12-07-2016 19:15,12-07-2016 20:02,00:47,47,12-07-2016,7:15 PM,Tuesday,No,Yes,Yes,Evening
2572,Airport,101,Trip Completed,12-07-2016 21:35,12-07-2016 22:42,01:07,67,12-07-2016,9:35 PM,Tuesday,No,Yes,Yes,Late Night
3326,Airport,101,Trip Completed,13-07-2016 12:29,13-07-2016 13:09,00:40,40,13-07-2016,12:29 PM,Wednesday,No,Yes,Yes,Afternoon
3916,City,101,Trip Completed,13-07-2016 22:08,13-07-2016 23:22,01:14,74,13-07-2016,10:08 PM,Wednesday,No,Yes,Yes,Late Night
4514,City,101,Trip Completed,14-07-2016 09:16,14-07-2016 10:16,01:00,60,14-07-2016,9:16 AM,Thursday,No,Yes,Yes,Morning
6604,City,101,Trip Completed,15-07-2016 21:42,15-07-2016 22:19,00:37,37,15-07-2016,9:42 PM,Friday,No,Yes,Yes,Late Night
373,Airport,102,Trip Completed,11-07-2016 08:09,11-07-2016 09:16,01:07,67,11-07-2016,8:09 AM,Monday,No,Yes,Yes,Morning
1338,Airport,102,Trip Completed,11-07-2016 23:23,11-07-2016 23:58,00:35,35,11-07-2016,11:23 PM,Monday,No,Yes,Yes,Late Night
1830,City,102,Trip Completed,12-07-2016 09:33,12-07-2016 10:43,01:10,70,12-07-2016,9:33 AM,Tuesday,No,Yes,Yes,Morning
2274,City,102,Trip Completed,12-07-2016 18:33,12-07-2016 19:22,00:49,49,12-07-2016,6:33 PM,Tuesday,No,Yes,Yes,Evening
3224,Airport,102,Trip Completed,13-07-2016 09:52,13-07-2016 10:28,00:36,36,13-07-2016,9:52 AM,Wednesday,No,Yes,Yes,Morning
5321,City,102,Trip Completed,14-07-2016 22:09,14-07-2016 22:46,00:36,36,14-07-2016,10:09 PM,Thursday,No,Yes,Yes,Late Night
5520,City,102,Trip Completed,15-07-2016 05:17,15-07-2016 06:01,00:43,44,15-07-2016,5:17 AM,Friday,No,Yes,Yes,Night
5842,City,102,Trip Completed,15-07-2016 09:04,15-07-2016 09:53,00:48,49,15-07-2016,9:04 AM,Friday,No,Yes,Yes,Morning
6429,Airport,102,Trip Completed,15-07-2016 19:49,15-07-2016 20:34,00:44,45,15-07-2016,7:49 PM,Friday,No,Yes,Yes,Evening
6704,Airport,102,Trip Completed,15-07-2016 22:58,15-07-2016 23:59,01:01,62,15-07-2016,10:58 PM,Friday,No,Yes,Yes,Late Night
2057,Airport,103,Trip Completed,12-07-2016 15:02,12-07-2016 15:36,00:34,34,12-07-2016,3:02 PM,Tuesday,No,Yes,Yes,Afternoon
3723,Airport,103,Trip Completed,13-07-2016 20:03,13-07-2016 20:57,00:53,53,13-07-2016,8:03 PM,Wednesday,No,Yes,Yes,Evening
4492,City,103,Trip Completed,14-07-2016 09:01,14-07-2016 10:05,01:03,63,14-07-2016,9:01 AM,Thursday,No,Yes,Yes,Morning
5153,Airport,103,Trip Completed,14-07-2016 20:29,14-07-2016 21:38,01:09,69,14-07-2016,8:29 PM,Thursday,No,Yes,Yes,Evening
6531,City,103,Trip Completed,15-07-2016 20:49,15-07-2016 21:27,00:38,38,15-07-2016,8:49 PM,Friday,No,Yes,Yes,Evening
521,City,104,Trip Completed,11-07-2016 09:48,11-07-2016 10:55,01:07,67,11-07-2016,9:48 AM,Monday,No,Yes,Yes,Morning
1850,City,104,Trip Completed,12-07-2016 09:45,12-07-2016 10:20,00:35,35,12-07-2016,9:45 AM,Tuesday,No,Yes,Yes,Morning
2851,Airport,104,Trip Completed,13-07-2016 05:31,13-07-2016 06:39,01:07,68,13-07-2016,5:31 AM,Wednesday,No,Yes,Yes,Night
5380,Airport,104,Trip Completed,14-07-2016 23:50,15-07-2016 00:39,00:49,49,14-07-2016,11:50 PM,Thursday,No,Yes,Yes,Late Night
5917,Airport,104,Trip Completed,15-07-2016 10:04,15-07-2016 10:54,00:49,50,15-07-2016,10:04 AM,Friday,No,Yes,Yes,Morning
148,Airport,105,Trip Completed,11-07-2016 05:36,11-07-2016 06:46,01:10,70,11-07-2016,5:36 AM,Monday,No,Yes,Yes,Night
1113,City,105,Trip Completed,11-07-2016 20:18,11-07-2016 20:55,00:37,37,11-07-2016,8:18 PM,Monday,No,Yes,Yes,Evening
1758,Airport,105,Trip Completed,12-07-2016 08:44,12-07-2016 09:19,00:35,35,12-07-2016,8:44 AM,Tuesday,No,Yes,Yes,Morning
2395,Airport,105,Trip Completed,12-07-2016 19:55,12-07-2016 20:50,00:55,55,12-07-2016,7:55 PM,Tuesday,No,Yes,Yes,Evening
2708,Airport,105,Trip Completed,13-07-2016 01:22,13-07-2016 02:35,01:12,73,13-07-2016,1:22 AM,Wednesday,No,Yes,Yes,Night
2995,City,105,Trip Completed,13-07-2016 07:07,13-07-2016 08:08,01:01,61,13-07-2016,7:07 AM,Wednesday,No,Yes,Yes,Morning
3993,City,105,Trip Completed,13-07-2016 23:31,14-07-2016 00:14,00:42,42,13-07-2016,11:31 PM,Wednesday,No,Yes,Yes,Late Night
4724,City,105,Trip Completed,14-07-2016 13:52,14-07-2016 14:29,00:37,37,14-07-2016,1:52 PM,Thursday,No,Yes,Yes,Afternoon
5144,Airport,105,Trip Completed,14-07-2016 20:21,14-07-2016 21:16,00:55,56,14-07-2016,8:21 PM,Thursday,No,Yes,Yes,Evening
5572,City,105,Trip Completed,15-07-2016 05:46,15-07-2016 06:40,00:53,53,15-07-2016,5:46 AM,Friday,No,Yes,Yes,Night
5740,Airport,105,Trip Completed,15-07-2016 07:50,15-07-2016 08:58,01:08,68,15-07-2016,7:50 AM,Friday,No,Yes,Yes,Morning
5938,City,105,Trip Completed,15-07-2016 10:16,15-07-2016 11:06,00:50,50,15-07-2016,10:16 AM,Friday,No,Yes,Yes,Morning
6299,City,105,Trip Completed,15-07-2016 18:25,15-07-2016 19:07,00:41,42,15-07-2016,6:25 PM,Friday,No,Yes,Yes,Evening
6695,Airport,105,Trip Completed,15-07-2016 22:45,16-07-2016 00:02,01:17,77,15-07-2016,10:45 PM,Friday,No,Yes,Yes,Late Night
507,Airport,106,Trip Completed,11-07-2016 09:40,11-07-2016 10:38,00:58,58,11-07-2016,9:40 AM,Monday,No,Yes,Yes,Morning
1135,Airport,106,Trip Completed,11-07-2016 20:37,11-07-2016 21:29,00:52,52,11-07-2016,8:37 PM,Monday,No,Yes,Yes,Evening
1479,City,106,Trip Completed,12-07-2016 05:16,12-07-2016 05:58,00:42,42,12-07-2016,5:16 AM,Tuesday,No,Yes,Yes,Night
3275,City,106,Trip Completed,13-07-2016 10:39,13-07-2016 11:39,00:59,60,13-07-2016,10:39 AM,Wednesday,No,Yes,Yes,Morning
4078,City,106,Trip Completed,14-07-2016 02:10,14-07-2016 03:05,00:54,55,14-07-2016,2:10 AM,Thursday,No,Yes,Yes,Night
4176,Airport,106,Trip Completed,14-07-2016 05:18,14-07-2016 06:01,00:43,44,14-07-2016,5:18 AM,Thursday,No,Yes,Yes,Night
4776,City,106,Trip Completed,14-07-2016 16:16,14-07-2016 17:31,01:14,75,14-07-2016,4:16 PM,Thursday,No,Yes,Yes,Afternoon
4899,Airport,106,Trip Completed,14-07-2016 18:02,14-07-2016 19:01,00:59,59,14-07-2016,6:02 PM,Thursday,No,Yes,Yes,Evening
35,City,107,Trip Completed,11-07-2016 02:36,11-07-2016 03:03,00:27,27,11-07-2016,2:36 AM,Monday,No,Yes,Yes,Night
161,Airport,107,Trip Completed,11-07-2016 05:36,11-07-2016 06:10,00:34,34,11-07-2016,5:36 AM,Monday,No,Yes,Yes,Night
831,Airport,107,Trip Completed,11-07-2016 17:30,11-07-2016 18:19,00:49,49,11-07-2016,5:30 PM,Monday,No,Yes,Yes,Evening
1080,Airport,107,Trip Completed,11-07-2016 19:59,11-07-2016 20:38,00:39,39,11-07-2016,7:59 PM,Monday,No,Yes,Yes,Evening
2496,City,107,Trip Completed,12-07-2016 20:53,12-07-2016 21:33,00:40,40,12-07-2016,8:53 PM,Tuesday,No,Yes,Yes,Evening
3141,City,107,Trip Completed,13-07-2016 08:58,13-07-2016 09:28,00:29,30,13-07-2016,8:58 AM,Wednesday,No,Yes,Yes,Morning
3297,City,107,Trip Completed,13-07-2016 11:37,13-07-2016 12:14,00:36,37,13-07-2016,11:37 AM,Wednesday,No,Yes,Yes,Morning
3602,Airport,107,Trip Completed,13-07-2016 18:40,13-07-2016 19:13,00:33,34,13-07-2016,6:40 PM,Wednesday,No,Yes,Yes,Evening
4150,City,107,Trip Completed,14-07-2016 04:51,14-07-2016 05:50,00:59,59,14-07-2016,4:51 AM,Thursday,No,Yes,Yes,Night
4361,City,107,Trip Completed,14-07-2016 07:29,14-07-2016 08:28,00:59,59,14-07-2016,7:29 AM,Thursday,No,Yes,Yes,Morning
4642,City,107,Trip Completed,14-07-2016 11:44,14-07-2016 12:41,00:56,57,14-07-2016,11:44 AM,Thursday,No,Yes,Yes,Morning
4752,City,107,Trip Completed,14-07-2016 15:19,14-07-2016 16:11,00:52,52,14-07-2016,3:19 PM,Thursday,No,Yes,Yes,Afternoon
4849,City,107,Trip Completed,14-07-2016 17:39,14-07-2016 18:44,01:04,65,14-07-2016,5:39 PM,Thursday,No,Yes,Yes,Evening
6199,City,107,Trip Completed,15-07-2016 17:25,15-07-2016 18:19,00:53,54,15-07-2016,5:25 PM,Friday,No,Yes,Yes,Evening
241,City,108,Trip Completed,11-07-2016 06:31,11-07-2016 07:17,00:46,46,11-07-2016,6:31 AM,Monday,No,Yes,Yes,Morning
1339,Airport,108,Trip Completed,11-07-2016 23:25,12-07-2016 00:32,01:07,67,11-07-2016,11:25 PM,Monday,No,Yes,Yes,Late Night
1454,City,108,Trip Completed,12-07-2016 04:54,12-07-2016 06:07,01:13,73,12-07-2016,4:54 AM,Tuesday,No,Yes,Yes,Night
4342,City,108,Trip Completed,14-07-2016 07:17,14-07-2016 08:15,00:58,59,14-07-2016,7:17 AM,Thursday,No,Yes,Yes,Morning
6766,City,108,Trip Completed,15-07-2016 00:06,15-07-2016 01:10,01:03,64,15-07-2016,12:06 AM,Friday,No,Yes,Yes,Night
6213,City,108,Trip Completed,15-07-2016 17:30,15-07-2016 18:32,01:02,63,15-07-2016,5:30 PM,Friday,No,Yes,Yes,Evening
41,City,109,Trip Completed,11-07-2016 02:47,11-07-2016 03:23,00:36,36,11-07-2016,2:47 AM,Monday,No,Yes,Yes,Night
279,Airport,109,Trip Completed,11-07-2016 06:58,11-07-2016 07:47,00:49,49,11-07-2016,6:58 AM,Monday,No,Yes,Yes,Morning
952,City,109,Trip Completed,11-07-2016 18:39,11-07-2016 19:19,00:40,40,11-07-2016,6:39 PM,Monday,No,Yes,Yes,Evening
1200,Airport,109,Trip Completed,11-07-2016 21:13,11-07-2016 22:29,01:16,76,11-07-2016,9:13 PM,Monday,No,Yes,Yes,Late Night
1775,City,109,Trip Completed,12-07-2016 08:57,12-07-2016 09:52,00:55,55,12-07-2016,8:57 AM,Tuesday,No,Yes,Yes,Morning
1953,Airport,109,Trip Completed,12-07-2016 11:38,12-07-2016 12:41,01:03,63,12-07-2016,11:38 AM,Tuesday,No,Yes,Yes,Morning
3270,City,109,Trip Completed,13-07-2016 10:28,13-07-2016 11:04,00:36,37,13-07-2016,10:28 AM,Wednesday,No,Yes,Yes,Morning
3497,Airport,109,Trip Completed,13-07-2016 17:32,13-07-2016 18:27,00:55,55,13-07-2016,5:32 PM,Wednesday,No,Yes,Yes,Evening
3897,Airport,109,Trip Completed,13-07-2016 22:00,13-07-2016 22:37,00:37,37,13-07-2016,10:00 PM,Wednesday,No,Yes,Yes,Late Night
4601,City,109,Trip Completed,14-07-2016 10:13,14-07-2016 10:52,00:38,39,14-07-2016,10:13 AM,Thursday,No,Yes,Yes,Morning
4621,Airport,109,Trip Completed,14-07-2016 11:02,14-07-2016 11:46,00:43,44,14-07-2016,11:02 AM,Thursday,No,Yes,Yes,Morning
5061,City,109,Trip Completed,14-07-2016 19:29,14-07-2016 20:13,00:44,44,14-07-2016,7:29 PM,Thursday,No,Yes,Yes,Evening
5359,City,109,Trip Completed,14-07-2016 23:21,15-07-2016 00:24,01:02,62,14-07-2016,11:21 PM,Thursday,No,Yes,Yes,Late Night
6179,Airport,109,Trip Completed,15-07-2016 16:53,15-07-2016 18:08,01:15,76,15-07-2016,4:53 PM,Friday,No,Yes,Yes,Afternoon
469,Airport,110,Trip Completed,11-07-2016 09:24,11-07-2016 10:04,00:40,40,11-07-2016,9:24 AM,Monday,No,Yes,Yes,Morning
914,City,110,Trip Completed,11-07-2016 18:17,11-07-2016 18:58,00:41,41,11-07-2016,6:17 PM,Monday,No,Yes,Yes,Evening
1386,Airport,110,Trip Completed,12-07-2016 01:30,12-07-2016 02:42,01:12,72,12-07-2016,1:30 AM,Tuesday,No,Yes,Yes,Night
